熱があるような感じ,微熱,0.0
熱が少し高い,微熱,0.0
熱まではいかなくても平熱よりは少し高い熱のこと,微熱,0.0
若干発熱,微熱,0.0
軽い熱,微熱,0.0
軽い発熱,微熱,0.0
軽度の発熱,微熱,0.0
心因性発熱,心因性発熱,0.13138574487610888
急性リウマチ熱,急性リウマチ熱,0.0
悪寒発熱,悪寒発熱,0.0
悪性高熱症,悪性高熱症,0.04817987152034261
排尿時灼熱感,排尿時灼熱感,0.0
新生児発熱,新生児発熱,0.0
猩紅熱,猩紅熱,0.11318446007953502
産褥熱,産褥熱,0.06638115631691649
fever,発熱,1.5347200978892628
あづ,発熱,0.17727133680024473
かぜ,発熱,8.116177389131792
かぜ、風邪,発熱,0.0
そのものがもつエネルギー,発熱,0.0
ねつ,発熱,2.0108405900124398
ねつがある,発熱,0.0
ねつがでた,発熱,0.0
代謝,発熱,8.893203883495145
体温,発熱,22.56338028169014
体温が37℃以上上がる,発熱,0.0
体温が上がる,発熱,0.31309268889568675
体温が常温以上になること,発熱,0.0
体温が平常より高くなる,発熱,0.0
体温が通常より上がる,発熱,0.0
体温の上昇,発熱,0.05399204649739982
体温の異常高温,発熱,0.0
体温高温,発熱,0.0
周期に熱が出る,発熱,0.0
周期性発熱,発熱,0.06714591618231876
周期的に熱がでる,発熱,0.0
周期的に熱が出る,発熱,0.0
周期的発熱,発熱,0.0
定期的な熱,発熱,0.0
定期的な発熱,発熱,0.0
定期的に熱が出る,発熱,0.0
定期的に熱を出す,発熱,0.0
悪寒が走る,発熱,0.012542061792597124
暑気 熱っぽい,発熱,0.0
決まった時間に熱が出る,発熱,0.0
熱あつ,発熱,0.0
熱がでた,発熱,0.22330988069746097
熱がでる,発熱,0.15234016518813093
熱が出ている,発熱,0.0
熱さ,発熱,0.2262159681859896
熱を出す,発熱,0.43728969103701437
熱気味,発熱,0.0
熱病,発熱,0.3019271948608137
発熱,発熱,14.676767676767676
自己炎症性疾患,発熱,0.02340165188130927
額が熱い,発熱,0.0
高い熱が出た,発熱,0.0
高温,発熱,8.204166666666667
発熱性好中球減少症,発熱性好中球減少症,0.07984092994799633
稽留熱,稽留熱,0.024931171612113796
術後発熱,術後発熱,0.069593147751606
間欠熱,間欠熱,0.027072499235240133
38度以上の熱,高熱,0.02401345977363108
えらいねつ,高熱,0.0
おでこで水が沸ける,高熱,0.0
体温が高くなった時,高熱,0.0
体温が高くなる,高熱,0.0
口熱,高熱,0.0
熱が高い,高熱,0.20526154787396758
熱でおでこが焼ける,高熱,0.0
身体があつい,高熱,0.0
高い体温,高熱,0.0
高い熱,高熱,0.42658305292138265
高い熱が出る,高熱,0.0
高温熱,高熱,0.0
高熱,高熱,7.063914780292943
黄熱,黄熱,0.08702967268277761
ぞくぞくする,悪寒,0.06423982869379015
熱の時の寒気,悪寒,0.0
発熱時の寒気,悪寒,0.0
さぶいぼ,悪寒戦慄,0.06454573263995106
さむさをかんじる,悪寒戦慄,0.0
ゾクゾクする,悪寒戦慄,0.07877026613643315
ゾクゾクする寒気,悪寒戦慄,0.0
寒け,悪寒戦慄,0.028143163046803303
寒気がして身震いする,悪寒戦慄,0.0
寒気で震える,悪寒戦慄,0.0
寒気と共にブルブルと震える,悪寒戦慄,0.0
寒気感じる,悪寒戦慄,0.0
急な寒気と震え,悪寒戦慄,0.0
下肢倦怠感,下肢倦怠感,0.0
下肢倦怠感,下肢脱力感,0.0
おもい,倦怠感,1.8773894046968866
かったりい,倦怠感,0.0
だるさがある,倦怠感,0.0
やるきがない,倦怠感,0.0
体がだるく感じる,倦怠感,0.0
倦怠感,倦怠感,3.0733197556008145
気だるい,倦怠感,0.08504129703273172
気怠さ,倦怠感,0.0
腰が重い,倦怠感,0.24839400428265523
からだがだるい,全身倦怠感,0.07142857142857142
すごくだるい,全身倦怠感,0.016518813092688895
ダルさ,全身倦怠感,0.06791067604772101
やる気が起きない。,全身倦怠感,0.0
体が全体的にだるいこと,全身倦怠感,0.0
体中えらい,全身倦怠感,0.0
体中がだるい,全身倦怠感,0.0
全身が怠い,全身倦怠感,0.0
全身だるい,全身倦怠感,0.10477210156011012
